"id","tid_not_to_be_used","airline","tag","tweet"
25929,525319025182527488,"Delta","lW?u8x48>Tha","@abmcgraw Calling @DeltaAssist is like calling Time Warner or Comcast. Bloated departments w/ no culture. The reps are miserable."
25966,525339907364241408,"American","lW?u8x48>Tha","@andreaahles @SouthwestAir @AmericanAir  So far you haven't missed anything."
25987,525357131835650048,"American","lW?u8x48>Tha","@AmericanAir for the second time in a row, my DFW/AUS is boarding late due to crew delay #aa1491"
25995,525358616040443904,"United","lW?u8x48>Tha","@united currently in the air and running late. I don't think I'll be able to make my connection. Can you please help me rebook?"
26048,525381194733862912,"United","lW?u8x48>Tha","Reported/complained about the deplorable conditions of my flights yesterday on @united both online &amp; the phone. Now I've got to wait again."
26058,525385490141564928,"VirginAmerica","lW?u8x48>Tha","This $150 cancellation fee is harsh. @VirginAmerica It sucks I didn't get the Virgin Premium credit card until after I purchased this ticket"
26073,525391185968250880,"Delta","lW?u8x48>Tha","@DeltaAssist i am frustrated with service RE status match challenge...was told a flight would count towards it, then told the opposite today"
26162,525450018082545664,"United","lW?u8x48>Tha","@lt4kicks hope you never fly @United again, they do nothing to earn the customer's business"
26175,525460484724887552,"American","lW?u8x48>Tha","Of course @AmericanAir delayed 2 hours dallas to LAX , what the fuuuuuck"
26277,525599496248754176,"VirginAmerica","lW?u8x48>Tha","Scored my own row on @VirginAmerica and the crew is bumping Bob Marley.  See you soon LA... NY I miss you already! http://t.co/zfT6RzjAAJ"
26371,525668887665594368,"United","lW?u8x48>Tha","@united terrible experience on #1520 DCA 2 SAN yesterday. Rude gate agents, no WIFI, entertmt sys down, stale food. #DisappointedGoldPremier"
26441,525710173008961536,"SouthWest","lW?u8x48>Tha","@scotthoying @SouthwestAir I would, and you'll probably hate me afterwards. Cause I'll talk forever lol"
26459,525720869545725952,"United","lW?u8x48>Tha","@united oversells a delayed flight. Then issues too many boarding passes. And only offered $150 for a reroute sfo-lax-yvr. Way to go"
26548,525757216188801024,"American","lW?u8x48>Tha","@AmericanAir hello, just to complain about the man registering people at gate A39 at Dallas Airport, he is rude, and has a bad disposition!"
26638,525795723418144768,"AlaskaAir","lW?u8x48>Tha","@AlaskaAir liked vacations department, but no more, They are no longer doing Price Guarantee.  My price fell by 900, &amp; they charged me $400."
26666,525798944844967936,"American","lW?u8x48>Tha","@AaronCarpenter @AmericanAir I always hear complaints about them -.- smh. Get your shit together dumbasses"
26695,525803675223359488,"United","lW?u8x48>Tha","(1/3) @united your passriding flight attendant (named Phi I believe?) just delayed my flight (UA 6084) to DEN because she shoved ..."
26832,525986962994634752,"American","lW?u8x48>Tha","@KimCattrall @AmericanAir This isn't the first time I've heard this complaint unfortunately"
26857,526009707451142144,"United","lW?u8x48>Tha","@united @UnreasonableBTG ... Do you even know the reason for the delay?  Get proactive and we won't  blame you for weather or airport delays"
26862,526013367622709248,"JetBlue","lW?u8x48>Tha","My review of @JetBlue Fly-Fi, it is horrible."
26889,526032502579032064,"VirginAmerica","lW?u8x48>Tha","@VirginAmerica EWR to SFO for #BridgeSchoolBenefit. Delayed! If I miss a second of Vedder u owe me a trip to see PearlJam! #jk #istillluvu"
26899,526037500218064896,"SouthWest","lW?u8x48>Tha","I sure do wish @SouthwestAir would cancel the flight on the broken plane I just disembarked from. Rebooking is a time consuming challenge..."
26907,526044706107826176,"United","lW?u8x48>Tha","You suck @united! Charge $400 round trip for a surfboard, then I spent $200 repairing the damage they've caused on my last 2 trips"
26982,526105567492710400,"SouthWest","lW?u8x48>Tha",".@SouthwestAir, I disagree with your decision to ""reschedule"" my flight from 2:35 to 3:00pm b/c it's late and then post that it is on-time"
26996,526115170393653248,"American","lW?u8x48>Tha",".@AmericanAir what gives? huge delay for flight 4237.  Hard to understand a small record keeping issue could delay flight &gt; 1 hour."
27012,526121387971584000,"VirginAmerica","lW?u8x48>Tha","@united Wifi broken on my flight and on my wife's flight. @VirginAmerica is the choice now. Thanks for the corporate response. #outoftouch"
27048,526146133555302400,"United","lW?u8x48>Tha","Seriously the WORST airline service I've ever experienced w @united 30min, 5 transfers, 0 answers &amp; I'm still stuck in DIA outside the club"
27110,526213587434762240,"American","lW?u8x48>Tha","@TheXOsOfLife @AmericanAir I've always had the worst luck and experiences with American, especially flying through DFW."
27144,526290501478383616,"United","lW?u8x48>Tha","Any update on what the 'catering difficulties' are delaying the flight @united 80 from MAN to EWR today ? #relativesonboard"
27254,526418625746706432,"Delta","lW?u8x48>Tha","@DeltaAssist I don't wanna call your number. what a crab website! I don't belive that. useless. shame on you!"
27301,526456471525920768,"American","lW?u8x48>Tha","@AmericanAir #AA1462 delayed, I'll miss connecting flight #AA923"
27385,526506532499128320,"United","lW?u8x48>Tha","@MnikaLee @united why do you have to wait for your carry on .. dont you just take it with you ?"
27436,526531468525182976,"United","lW?u8x48>Tha","@united AIRLINES Destroyed my Surfboard and refusing to own up to it! (Photos &amp; Video to follow)  @SURFER_Magazine @ASP @transworldsurf"
27448,526541423387344896,"United","lW?u8x48>Tha","@united it's been 45 minutes since my plane landed at ORD and still no bags at baggage claim. Hurry it up!  Gotta get home to the pups"
27462,526546694503026688,"United","lW?u8x48>Tha","The first @united flight from Newark to SBN has been delayed 30 minutes.   Anybody surprised?"
27568,526674241224470528,"United","lW?u8x48>Tha","@united   My husband's bag has been lost since Oct 13, 2014. We can't get any answers, only the run around. I'm disgusted with United!"
27570,526678432907010048,"United","lW?u8x48>Tha","@united @uniyou then told me 45 mins before our flight you didn't need me to swap and now I'm late!!! Bad service for my honeymoon!!"
27611,526719896202526720,"United","lW?u8x48>Tha","Waiting to board my @united on-time connection to Orange County.  If they have boarding groups, why does everyone on the plane have group 2?"
27614,526720809189244928,"United","lW?u8x48>Tha","@united The flight was 1216 from San Juan to EWR and it was at Carousel 6.  Took over an hour for half of the passengers bags... Ridiculous"
27626,526725405991256064,"American","lW?u8x48>Tha","@markiplier @AmericanAir  nnnooooo mark I will fly you home myself. That sounfs terrible hope for not being stuck between two fat people"
27659,526747296030285824,"SouthWest","lW?u8x48>Tha","@smacketybap @SouthwestAir only fly @united if you hate yourself."
27785,526844186973462528,"American","lW?u8x48>Tha","@AmericanAir going to miss my connection bc waiting for 22+ minutes for someone at DFW to move the ramp to the plane."
27825,526876596875952128,"AlaskaAir","lW?u8x48>Tha","@AlaskaAir any more details on the mechanical issue from flight 714 on Sunday?"
27827,526877263166734336,"SouthWest","lW?u8x48>Tha","@SouthwestAir I paid $56 for my SW ticket earlier - just need to leave 1 day earlier. Maybe tomorrow the price will come down. Fingers x'd!"
27829,526878234361991168,"United","lW?u8x48>Tha","My @united flight actually says ""Delayed-Customer Service"". Is that better/worse than my earlier delay for ""Crew Scheduling""? Both seem odd"
27850,526891992924815360,"American","lW?u8x48>Tha","@AmericanAir pls expl the relationship bet half full flight leaving 20 mins bef sched departure and ""on time"" whatever the hell that means"
27927,527039970578817024,"American","lW?u8x48>Tha","@AmericanAir why does it take so long every time to get bags at JFK. It's ridiculous and the worst of any airport or airline"
27968,527096994503094272,"SouthWest","lW?u8x48>Tha","@SouthwestAir literally has the worst wifi. 39,000 feet and I have to load the page 3 times over 9 minutes just to post this tweet!  #fixit"
27982,527104645488185344,"VirginAmerica","lW?u8x48>Tha","@VirginAmerica LOVE this ""...we can only accept cats and dogs in the Main Cabin. Please leave all scaly, prickly, squishy friends at home"""
28029,527139665212493824,"American","lW?u8x48>Tha","https://t.co/TUM9aLUZJT worst service in handlinluggage @British_Airways sure will be last time to fly w/you cc @Salazarchopis @AmericanAir"
28111,527222617812373504,"VirginAmerica","lW?u8x48>Tha","@VirginAmerica has one of the worst websites to book a flight. Definitely top 5 worst airline websites. #airlines #VirginAmerica"
28133,527238821688410112,"Delta","lW?u8x48>Tha","@DeltaAssist so you're airline has really fucked up and a dog we are supposed to ship was not able to go back to florida because of YOUR-"
28142,527239444806774784,"Delta","lW?u8x48>Tha","@DeltaAssist can you answer joe please he's getting stressed"
28143,527239461445582848,"Delta","lW?u8x48>Tha","@DeltaAssist you might want to answer @JoeJONeill You have lost FOUR of @TheVampsband bags!!!"
28209,527251146524884992,"American","lW?u8x48>Tha","@AmericanAir JEROME CAN'T BE ARRESTED BECAUSE OF ONE IGNORANT PERSON! #AmericanAirlinesCHILLOUT"
28233,527252976084484096,"VirginAmerica","lW?u8x48>Tha","Not a bad way to watch the game @VirginAmerica #Giants #WorldSeries http://t.co/ezE5D32iTI"
28274,527262115791646720,"American","lW?u8x48>Tha","@americanair broken promises--no voucher-- sadly that's what I expected from @AmericanAir"
28385,527313123771158528,"American","lW?u8x48>Tha","Note to self never, ever fly  @AmericanAir  #AmericanAirlinesCHILLOUT"
28409,527358961641476096,"SouthWest","lW?u8x48>Tha","@SouthwestAir You lost a customer, just like you ""LOST"" my bag! #Watchout #neveragain #southwest"
28430,527418986540310528,"United","lW?u8x48>Tha","@capecodlynn @united ignored my letters, basically ruined my honeymoon 3 years ago. I'd rather walk than pay those a-holes"
28542,527527254629548032,"Delta","lW?u8x48>Tha","Hey @DeltaAssist ...it's hot. Setting on the ramp waiting for a mechanic! DL4769 , what's our status?"
28564,527546211663089664,"United","lW?u8x48>Tha","@united You've delayed 3/4 flights I've taken in the last 24 hours. Now UA3912 is delayed and I'm at risk at missing my Amtrak train..."
28579,527562315173199872,"JetBlue","lW?u8x48>Tha","@JetBlue as a #Yankees fan, I am offended and may need to reevaluate my #trueblue membership. Disgusting! #jk http://t.co/GLKrYWbLO0"
28581,527562519586820096,"SouthWest","lW?u8x48>Tha","Hey @SouthwestAir! Been waiting here at customer service desk for gates E10-8 @flystl for 15 mins. Where's the Agent? Where's the LUV?"
28678,527634714551914496,"American","lW?u8x48>Tha","@espnsteinline @americanair Just wait until you come back for the NBA Finals. It's going to blow your mind."
28771,527815273303515136,"Delta","lW?u8x48>Tha","@DeltaAssist The FA doesn't even know how this happened but I lost the legroom I had specifically chosen for a 6-hour flight! What gives?!"
28786,527831904318672896,"JetBlue","lW?u8x48>Tha","off to SJU from FLL with the best bird in the sky! @JetBlue #e190 #Aviationgeek I missed the aircraft's name! :("
28805,527842991982256128,"Delta","lW?u8x48>Tha","Hi @DeltaAssist Customer service is handling an issue poorly via e-mail...Is there a better way to communicate to resolve an challenge?"
28822,527864035132203008,"American","lW?u8x48>Tha","@AmericanAir has the worst customer service ever!"
28876,527913497149972480,"United","lW?u8x48>Tha","@united has the worst customer service &amp; online booking process of any airline I've flown"
28903,527935978774605824,"SouthWest","lW?u8x48>Tha","holy shit @SouthwestAir your wifi is unusable on this flight"
28904,527937658455359488,"United","lW?u8x48>Tha","The MCO @united men's bathroom smells like a college girls dorm wing, just before the keg goes stale."
28922,527949718400565248,"JetBlue","lW?u8x48>Tha","Now that's a first! Never been screamed at boarding flight before - expected so much better from @JetBlue at JFK gate 22"
28927,527953256572801024,"United","lW?u8x48>Tha","@united seriously? Flight 1087 stuck at gate for over 40 mins waiting to repair a seatbelt with no departure time in sight.  Bush league!"
28983,528003618814050304,"SouthWest","lW?u8x48>Tha","@SouthwestAir 's Wi-Fi has been very underwhelming, terrible connectivity and astronomically slow speeds."
28993,528010436659412992,"American","lW?u8x48>Tha","@AmericanAir did I miss something, since when have you guys started announcing the last chance to get off the plane once boarding completes?"
28999,528017324696420352,"American","lW?u8x48>Tha","@TheBabyGuyNYC Jamie, if you fly @JetBlue to long beach, I can totes pick you up. My bro and I have had bad luck w/@AmericanAir all year."
29020,528034360331866112,"United","lW?u8x48>Tha","Typical @united flight. Lands ontime then we sit on the Tarmac for twenty minutes #epicFail"
29055,528085400087064576,"United","lW?u8x48>Tha","@united airlines is seriously the worst."
29074,528141437368418304,"American","lW?u8x48>Tha","Woke up extra early to do an @AmericanAir upgrade_selection boxes checked, stickers in-hand_nothing. Called, 34 minutes later_still waiting."
29145,528210110628126720,"American","lW?u8x48>Tha","@AmericanAir the crew was very rude with me and they never gave me the bassinet they promised me #nevertravelingwithamericanairlinesagain"
29206,528240668842659840,"American","lW?u8x48>Tha","Employees @AmericanAir waiting for CEO Doug Parker to reveal his Halloween costume and do his dance. http://t.co/9GJo6Dbmxx"
29231,528252610956886016,"United","lW?u8x48>Tha","@united 1st flight=delayed. Switched flights 2 make my connection, now 2nd flight= delayed. now have to drive to LAX from BUR 2 make flight"
29332,528310261166669824,"United","lW?u8x48>Tha","@RDrils Ok, you're on track. Now unleash nasty @'s on real life people or on twitter. Example: ""The U in @united stands for 'fuck you.'"""
29358,528326573548531712,"American","lW?u8x48>Tha","Hey @united your customer service told me there were no flights to FLL, there's one @AmericanAir at 6:55. Delayed is ok but lying?"
29369,528334849586003968,"JetBlue","lW?u8x48>Tha","Very upset @Bravotv was the only channel not working during my @JetBlue flight, and the only channel I wanted to watch _ #jetblue #bravotv"
29376,528340724131979264,"SouthWest","lW?u8x48>Tha","@SouthwestAir want my RR pts refunded for this ridiculous wait and unhelpful agents."
29383,528347796663832576,"United","lW?u8x48>Tha","Didn't realized @united airlines was so horrible! Will avoid at all cost!"
29387,528350626745303040,"United","lW?u8x48>Tha","@United never failing to fail. #fml http://t.co/ZWAs8Udmdr"
29462,528473958199623680,"American","lW?u8x48>Tha","@paullewismoney How do I get compensation from @AmericanAir for flights delay of 4hrs from MCR to US booked through BA."
29559,528577456014245888,"SouthWest","lW?u8x48>Tha","@SouthwestAir My flight (128) is delayed over an hour. Can I go to the airport later, or do I still have to show up for the original time?"
29632,528638794342621184,"United","lW?u8x48>Tha","@KORichardson @AirCanada @ACAltitude @AmericanAir @united  Not United!!! Terrible airline."
29656,528656552501473280,"JetBlue","lW?u8x48>Tha","@BoardingArea @FlyDine I can't wait to try @JetBlue - I dream of low cost carriers like this in Europe!  Roll on 9 May 2015!"
29669,528664217780772864,"United","lW?u8x48>Tha","@united a typical delay on UA 1026 EWR to Houston an hour and 20 min &amp; counting."
29729,528724270101590016,"American","lW?u8x48>Tha","@AmericanAir yes, flight was cancelled til the next day &amp; I was given a terrible seat on a flight to SP.....was a dreadful experience "
29748,528747717942448128,"American","lW?u8x48>Tha","@AmericanAir Delayed at LAX due to sick captain back to LHR. 1 hour 40 delay #waiting #bored"
29871,528946571283795968,"United","lW?u8x48>Tha","@united First image where #UnitedAirlines made us late a whole day by turning around our plane after flying 2 hours, t,c"
29901,528965169905684480,"SouthWest","lW?u8x48>Tha","@tonedeafndrnk @SouthwestAir that's bullshit!!!!"
29937,528991587750383616,"American","lW?u8x48>Tha","@craighummer @united @flyLAXairport @bobkeroll #LetTheBobkeGo And FYI @AmericanAir is the best! They don't trap people at #Gate70A #AskBobke"
29943,528994498584776704,"SouthWest","lW?u8x48>Tha","@Delta - delaying flights, screwing up connections, and not accommodating customers for 90 years! That's why @SouthwestAir is better."
30036,529038095250124800,"JetBlue","lW?u8x48>Tha","@JetBlue I'm counting on you! Took 1.5 hours to get a cab in NYC. Crazy marathon. Thank goodness I'm checked in. Don't leave me!!"
30081,529055756658958336,"SouthWest","lW?u8x48>Tha","This is really inspiring @49ers . I think I'll jump online and book my @SouthwestAir to SJ  and watch a flat, crappy offense. #RomnBlows"
30150,529089441865158656,"United","lW?u8x48>Tha","What I do for customer ???? Plane change to get to Dallas for VNX update tomorrow . @united  I will never made via NY http://t.co/nzw8NEwont"
30164,529096619846033408,"American","lW?u8x48>Tha","@AmericanAir tell LGA to let flight AA3301 take off!!!! We've been delayed 5 times! Ridiculous! Currently sitting on runway!!!!!"
30174,529099225192493056,"Delta","lW?u8x48>Tha","@AmericanAir delayed numerous times Customer service is on a 3 hour wait? What is going on. Completely ridiculous. Usually fly @DeltaAssist"
30347,529283736349978624,"American","lW?u8x48>Tha","@AmericanAir The employer of The month Nancy Torres at gate D2  #WorstCustomerServiceEver"
30350,529286748669743104,"United","lW?u8x48>Tha","People who use their speakerphone in public places are the worst. (at @United Club in Newark, NJ) https://t.co/JrRXKVP6wN"
30379,529309032948195328,"Delta","lW?u8x48>Tha","@DeltaAssist can't view my boarding passes anymore on the Delta app. I could this morning and now they're gone, not the first time #annoyed"
30416,529334251997904896,"American","lW?u8x48>Tha","@AmericanAir flight cancelled in June, missed brothers rehearsal dinner, were promised two $300 vouchers, only received one. On hold 50min."
30448,529352239404826624,"SouthWest","lW?u8x48>Tha","The new issue of #southwestmag is on @SouthwestAir planes now! Our cover model is @Big_Play_4 of the @HoustonTexans. #whoismrirrelevant"
30485,529374297866141696,"American","lW?u8x48>Tha","@AmericanAir: stooped to new low. your flight delay. my wife and two kids 6&amp;9 placed all apart in overnite 8h flight. Worse than insensitive"
30510,529386106085978112,"SouthWest","lW?u8x48>Tha","Worst. Fucking. Flight. Ever. So disappointed in @SouthwestAir. #AList #DoesntMatter"
30514,529388463313801216,"SouthWest","lW?u8x48>Tha","@SouthwestAir should give me a discount for delaying my bag."
30518,529389610636300288,"American","lW?u8x48>Tha","@AmericanAir USairways takes PMAA routes leaving AA customers on USAir without their Normal benefits. Why not wait initial merger complete!?"
30525,529391656668528640,"American","lW?u8x48>Tha","@Table8 App featured in the Nov issue of @AmericanAir @AdmiralsClub Magazine. Check it out on your next AA flight! http://t.co/eAPEftp5IT"
30526,529391790843895808,"United","lW?u8x48>Tha","@ckgregory @united is the worst when travelling with a bike. $200 fee each way. Did it once and NEVER AGAIN #highwayrobbery."
30674,529486668357578752,"American","lW?u8x48>Tha","@dallascowboys didn't use a Dallas airline to fly to London!! Shame!!! Support Dallas @AmericanAir"
30675,529491314820128768,"SouthWest","lW?u8x48>Tha","@SouthwestAir has the worst baggage damage policy I've ever heard. Bought new expensive luggage, flew with @SouthwestAir and now it's ruined"
30699,529511115504758784,"American","lW?u8x48>Tha","@ReneeYoungWWE @AmericanAir damn when that happens I wonder if you get it back or is it lost forever? bummer"
30704,529522787258757120,"American","lW?u8x48>Tha","30 mins and counting...still waiting to get off the plane at #DTW. This is ridiculous @AmericanAir"
30709,529535176653950976,"JetBlue","lW?u8x48>Tha","@WWEAJLee @AmericanAir Sorry they lost your Luggage maybe you should try @JetBlue next time lol http://t.co/MsfQ2cbFF0"
30728,529601588726628352,"SouthWest","lW?u8x48>Tha","Ugh, @SouthwestAir. WHY http://t.co/V1KIUS9mwR"
30768,529657999217156096,"SouthWest","lW?u8x48>Tha","Really upset at @SouthwestAir ... Next time you advertise a ""non-stop"" flight, make it non stop, not, no change of planes. Disgusted at you."
30822,529695429030846464,"JetBlue","lW?u8x48>Tha","@JetBlue horrible communication once again.  I just don't get it.  I'm pretty much done flying you guys.  This s*it makes NO SENSE."
30940,529757877788225536,"United","lW?u8x48>Tha","I cancelled my flights to and from LA yet I still got charged and am getting emails about boarding. Wtf @united !"
30972,529780975811588096,"American","lW?u8x48>Tha","@AmericanAir I have called your customer service number twice and have been hung up on both times while waiting for agent."
30984,529785865476636672,"American","lW?u8x48>Tha","@DHuddy41 @AmericanAir oh I would be LIVID. Call their customer service and raise hell."
30996,529795845403574272,"American","lW?u8x48>Tha","Of my last 8 flights with @AmericanAir all of them gave been delayed a substantial amount of time. Not impressed. Last time flying AA."
31005,529799209805807616,"SouthWest","lW?u8x48>Tha","Tried to book @SouthwestAir last night. My web browser was slow. Wanted to book today, but return flight increased. Maybe another time."
31008,529800085329043456,"AlaskaAir","lW?u8x48>Tha","@AlaskaAir - I Love to take pictures while flying. I'll never get the same picture twice &amp; I get some of the best views of the earth!"
31068,529841928486277120,"JetBlue","lW?u8x48>Tha","5hr flight &amp; @USAirways offer no free snacks, no wifi (broken), no entertainment AT ALL, ie no movies, no TV, no music. Wow. @JetBlue help!!"
31170,530024177886298112,"American","lW?u8x48>Tha","@AmericanAir what's up with flight 279? Boarding pass not working and can't get one from the kiosk.  Agents seem to not know."
31224,530061452267102208,"VirginAmerica","lW?u8x48>Tha","I want to extend a very gracious THANK YOU! to @VirginAmerica for recovering my lost iPad after my flight from #JFK to #LAX #lifesaver"
31261,530084604804599808,"AlaskaAir","lW?u8x48>Tha","'@CraisBower shares his love of @WhistlerBlckcmb in the Nov issue of @AlaskaAir Mag http://t.co/tXiRzHEj3P #ski"
31305,530108286637338624,"American","lW?u8x48>Tha","I have to wait till the local time in New York City (at JFK) is past 7:15p to be able to check-in for my transcontinental first @AmericanAir"
31355,530140678555066368,"SouthWest","lW?u8x48>Tha","What the fuck is this sit wherever you want bullshit @SouthwestAir !?"
31369,530150069224239104,"Delta","lW?u8x48>Tha","@DeltaAssist I did - I was told that I wouldn't be charged a  fee to rebook the ticket but couldn't fully cancel it."
31493,530266813435617280,"Delta","lW?u8x48>Tha","@DeltaAssist it's an Alitalia bag. I need help contacting Alitalia. Their service is terrible."
31558,530369319256219648,"American","lW?u8x48>Tha","@AmericanAir I quit my last job partly bc travel was exorbitant esp w/you. Still when I travel for work now you find new ways to screw up"
31569,530373476847468544,"United","lW?u8x48>Tha","@united submitted lengthy document September 21 at link u provided. Heard nothing about request for compensation.  Sad."
31647,530418555947212800,"JetBlue","lW?u8x48>Tha","In other words, yes MT @ghimlay: @JetBlue CEO, when asked if airline adding seats to aircraft, says wait till investors day later this month"
31677,530431408427110400,"United","lW?u8x48>Tha","@YusefAdams @united yesss!!! I hate them "
31751,530470461680132096,"American","lW?u8x48>Tha","@AmericanAir flight 1288 to San Diego has been delayed for 3.5 hours"
31847,530509875152175104,"United","lW?u8x48>Tha","@thepointsguy @SouthwestAir @united Is it ok to say that boarding groups piss me off? And the awful way gates are organized for this ritual?"
31899,530532342054793216,"American","lW?u8x48>Tha","@AmericanAir Told we were delayed waiting for ""crew member."" Not true.  Just an American Airlines employee hoping to catch the last flight."
31900,530533017530679296,"AlaskaAir","lW?u8x48>Tha",".@AlaskaAir! What a turn in  service for #MileagePlan #MVP #Visa loyalty! Cancel vacation flight &amp; because we use miles - ""sorry""? #lame"
31940,530550489696710656,"SouthWest","lW?u8x48>Tha","@SouthwestAir southwest have list one of their biggest fans by having poor customer service by handling a customer complaint"
31942,530551193907785728,"United","lW?u8x48>Tha","@united  Spent over an hour with 4 agents at United to book award ticket, but they don't know how to book their partner Sansa!  #boo #fail"
32004,530587254687662080,"United","lW?u8x48>Tha","@united Just wasted 1 hour on the phone with 3 UAL agents-  trying to use my reg'l upgrade for flight This platinum is looking now at AA"
32015,530598084657836032,"JetBlue","lW?u8x48>Tha","Chilling out in JFK airport tonight cause @JetBlue broken TV made me miss my connecting. Who wants stop motion of me running around?"
32024,530626307600576512,"United","lW?u8x48>Tha","@united should bump me up to 1st class for having to deal with a broken TV lol. Spent 5 hours with no tv just to get back on the same plane"
32028,530633750338867200,"American","lW?u8x48>Tha","@AmericanAir first class sucks when your seat is broken and won't recline or lock in place.  #worstredeyeever #laxtomco"
32031,530644320248791040,"United","lW?u8x48>Tha","@united Any problem with miles request system for ANA operated flights? It kept saying ""...unable to process...try again later."""
32043,530699973118414848,"Delta","lW?u8x48>Tha","@DeltaAssist got upgraded at the last minute and they took 10E up front instead of me in 10A #fail http://t.co/GC2OkrviWD"
32053,530714290136023040,"Delta","lW?u8x48>Tha","I get why people rage @DeltaAssist  2.5 hour delay and counting. #cms"
32071,530734516584054784,"American","lW?u8x48>Tha","@AmericanAir Upset that my 4 kids will be separated on rebooked flight. Only choice to wait for people to give up seats day of?! #UnfairAir"
32177,530802110578061312,"JetBlue","lW?u8x48>Tha","@JetBlue your operation never ceases to amaze me. I pay the extra $50-100 bucks to fly you out of ORD vs the others. Thx for great flight!!!"
32201,530814863153848320,"American","lW?u8x48>Tha","Just landed in @fly2ohare  They're playing Real Estate on my @AmericanAir  flight. I'm not mad about this."
32219,530825342907613184,"American","lW?u8x48>Tha","@AmericanAir can someone pls contact me regarding my flight AA29? 3hr delay due 2 mechanical issues 4 a 45min flight."
32244,530835454590210048,"Delta","lW?u8x48>Tha","@DeltaAssist why do you wait to delay the next flight until the early flight has left?  I should charge you $50 for being on a late flight"
32294,530862684687065088,"United","lW?u8x48>Tha","@united 5104 AUS to IAD back to gate delayed by a dark screen, maintenance will be by ""in 15 minutes"" #letssee #missaconnection"
32386,530924913180565504,"SouthWest","lW?u8x48>Tha","1/2 Just did a bit of social engineering in a @SouthwestAir lost my early bird position due to a delayed flight from sfo."
32389,530928186163757056,"United","lW?u8x48>Tha","@united Just arrived 3 hours late from Germany. Have a 10k race in the am and my racing shoes and bags are still there. Glad I have car keys"
32390,530934635342364672,"American","lW?u8x48>Tha","@AmericanAir @Castellanosgena @British_Airways still waiting information about luggage. And nothing yet ... What to expect?"
32392,530935320821645312,"American","lW?u8x48>Tha","@AmericanAir how AA can leave a lady of 76 years after more than 14 hours waiting for your bags? lack of respect. #customerservice"
32415,530956073021505536,"United","lW?u8x48>Tha","@united how many things can you get wrong on one flight? How can the marshallers put the plane in the wrong spot, this after long delay."
32433,530979957829533696,"SouthWest","lW?u8x48>Tha","@SouthwestAir @King_James_47 i have been trying to reach you and still no response plus asked you to follow me so i can DM awhile ago !!!"
32454,531049211341840384,"VirginAmerica","lW?u8x48>Tha","@VirginTrains @Virgin @richardbranson it was thoroughly unpleasant dealing with your staff this morning. @VirginAtlantic @VirginAmerica"
32466,531065311857213440,"VirginAmerica","lW?u8x48>Tha","@SHADED_official @united is def the worst airline. Come play in DC one day and when you do, use @VirginAmerica instead lmao"
32486,531089351955197952,"American","lW?u8x48>Tha","LGA @Delta has worst gate experience: loud, iPads everywhere, Cibo monopoly restricts choice 4 food/drink - actually miss @AmericanAir"
32490,531092568776269824,"JetBlue","lW?u8x48>Tha","@JetBlue Question: how to buy another hour?  It seems to have automatically kicked me to low speed now that my hr is up."
32498,531096233272942592,"American","lW?u8x48>Tha","@AmericanAir two small children waiting at gate while every other passport check was completed and every stand by boarded"
32502,531097977998172160,"SouthWest","lW?u8x48>Tha","@SouthwestAir Where r the bags for flight 815??? Waiting in DIA for 45 min now!!"
32526,531125138201141248,"American","lW?u8x48>Tha","Ridiculous. @AmericanAir allows us to board a plane with a fuel leak, let's us sit for a HALF HOUR, then cancels flight."
32535,531131596569845760,"American","lW?u8x48>Tha","@DaniFleisch @AmericanAir doing their best means they'll never contact you and eventually you will be blocked."
32556,531152593314402304,"AlaskaAir","lW?u8x48>Tha","@AlaskaAir as619 lv back to Seattle.  agent moved a couple  in exit row.  No excuse.  she knew it when I was denied boarding."
32600,531193795841654784,"United","lW?u8x48>Tha","Another .@united #fail all these open middle seats but put a standby in between not just one but two #1k members. http://t.co/IRPLcESAsv"
32641,531205511962980352,"AlaskaAir","lW?u8x48>Tha","_@JensenAckles: @AlaskaAir with years of loyalty and full status, how do I lose my position on the upgrade list.  #NotImpressed_ #badservice"
32704,531215328190005248,"AlaskaAir","lW?u8x48>Tha","@JensenAckles @AlaskaAir @jarpad WELL SHIT http://t.co/TuVVZHnqZq"
32750,531223698972225536,"SouthWest","lW?u8x48>Tha","#caworld14 in full effect sitting in the bar having #bloodymary @dallaslovefield waiting for my @SouthwestAir flight to @LasVegas"
32798,531249900944891904,"Delta","lW?u8x48>Tha","@DeltaAssist we had engine trouble, heat problems and after we landed we couldn't find a gate so I missed my connection"
32850,531294649789710336,"United","lW?u8x48>Tha","@united screwing MileagePlus members. Even tho mileage seats available on individual legs, they won't book connection from SAV - only CHS."
32853,531301967415754752,"United","lW?u8x48>Tha","@united Is your site down? I keep getting: We're sorry, united-dot-com was unable to complete your request due to a technical problem."
32865,531324483786014720,"VirginAmerica","lW?u8x48>Tha","@SQLintheWild @SQLBob I go away tomorrow in Main Cabin Select @VirginAmerica. I cannot wait to be home! :-)"
32871,531334484155572224,"United","lW?u8x48>Tha","@united nope, never flying with you again! And I will tell everyone else the same. #NotHappy it's way too late"
32896,531396902378426368,"Delta","lW?u8x48>Tha","@deltaassist I need a late flight change out of Tel Aviv for Thursday November 13. How can I do that and what will it cost?"
